# V18 4000句训练数据 (自动生成)
# 格式: 编号 | 词:角色 词:角色 ...

1577|父亲:subj 打击:verb 多家:obj
1578|州长:subj 听说:verb 门人:obj
1579|飞机:subj 打破:verb 野生:obj
157|全家:subj 打听:verb 死者:obj
1580|老者:subj 学生:verb 慢性:obj
1581|矿物:subj 打着:verb 军官:obj
1582|房子:subj 关于:verb 流体:obj
1583|别人:subj 推出:verb 延长:obj
1584|后人:subj 开出:verb 寡头:obj
1585|卫生:subj 听见:verb 面子:obj
1586|筷子:subj 拿出:verb 一头:obj
1587|个人:subj 开来:verb 这家:obj
1588|抬头:subj 开放:verb 专家:obj
1589|州长:subj 听到:verb 县长:obj
158|病人:subj 打出:verb 世人:obj
1590|仪器:subj 开创:verb 机器:obj
1591|律师:subj 学府:verb 打工:obj
1592|本性:subj 打发:verb 王家:obj
1593|眉头:subj 开通:verb 左手:obj
1594|财物:subj 打着:verb 骨头:obj
1595|躯体:subj 说话:verb 步兵:obj
1596|网友:subj 看出:verb 文人:obj
1597|医生:subj 开来:verb 行者:obj
1598|市长:subj 开发:verb 财物:obj
1599|网友:subj 关键:verb 农民:obj
159|拱手:subj 走近:verb 厂长:obj
15|教主:subj 打仗:verb 别人:obj
1600|出生:subj 拿来:verb 嫂子:obj
1601|本性:subj 写下:verb 律师:obj
1602|他家:subj 打工:verb 团长:obj
1603|此人:subj 打着:verb 亲人:obj
1604|面子:subj 开辟:verb 抬头:obj
1605|处长:subj 说话:verb 成长:obj
1606|老师:subj 听见:verb 众人:obj
1607|穷人:subj 拿到:verb 行人:obj
1608|拳头:subj 走私:verb 民兵:obj
1609|团体:subj 推翻:verb 点头:obj
160|惊人:subj 说话:verb 货物:obj
1610|天体:subj 开创:verb 省长:obj
1611|药物:subj 开辟:verb 国家:obj
1612|仪器:subj 关注:verb 王家:obj
1613|笔者:subj 拿到:verb 额头:obj
1614|男子:subj 打开:verb 员工:obj
1615|大人:subj 走私:verb 具体:obj
1616|卫生:subj 走出:verb 文物:obj
1617|施工:subj 开门:verb 龙头:obj
1618|理性:subj 听见:verb 太子:obj
1619|文物:subj 推荐:verb 着手:obj
161|飞机:subj 打死:verb 磕头:obj
1620|成员:subj 开始:verb 屋子:obj
1621|一体:subj 说起:verb 两者:obj
1622|动手:subj 说出:verb 女性:obj
1623|妇人:subj 学员:verb 区长:obj
1624|抬头:subj 关闭:verb 电器:obj
1625|行人:subj 学院:verb 长子:obj
1626|亲兵:subj 听见:verb 媒体:obj
1627|队长:subj 把握:verb 殖民:obj
1628|学生:subj 开创:verb 团子:obj
1629|狮子:subj 开采:verb 晶体:obj
162|职工:subj 拿来:verb 有机:obj
1630|挥手:subj 学院:verb 二人:obj
1631|区长:subj 开支:verb 两者:obj
1632|人员:subj 开展:verb 老师:obj
1633|大家:subj 看来:verb 右手:obj
1634|京师:subj 抓住:verb 挥手:obj
1635|人性:subj 听见:verb 无人:obj
1636|男性:subj 学习:verb 动机:obj
1637|增长:subj 开放:verb 石头:obj
1638|影子:subj 看法:verb 原子:obj
1639|个体:subj 听说:verb 这家:obj
163|出生:subj 走廊:verb 委员:obj
1640|作者:subj 说明:verb 老者:obj
1641|乐器:subj 把握:verb 士兵:obj
1642|区长:subj 看待:verb 具体:obj
1643|教师:subj 关联:verb 嫂子:obj
1644|高手:subj 看看:verb 左手:obj
1645|富人:subj 走近:verb 大家:obj
1646|椅子:subj 学院:verb 市长:obj
1647|后人:subj 拿下:verb 军官:obj
1648|成人:subj 学问:verb 主体:obj
1649|具体:subj 推开:verb 生长:obj
164|后者:subj 写下:verb 花生:obj
1650|礼物:subj 看着:verb 军官:obj
1651|人民:subj 推进:verb 医生:obj
1652|学生:subj 开工:verb 君子:obj
1653|椅子:subj 看作:verb 总体:obj
1654|土家:subj 开放:verb 机体:obj
1655|个性:subj 学派:verb 尸体:obj
1656|京师:subj 听取:verb 母亲:obj
1657|立体:subj 喝酒:verb 高手:obj
1658|全民:subj 听见:verb 产生:obj
1659|市民:subj 拿下:verb 这家:obj
165|使者:subj 打击:verb 左手:obj
1660|毒性:subj 听说:verb 家长:obj
1661|我家:subj 读者:verb 农民:obj
1662|大家:subj 打量:verb 队员:obj
1663|帽子:subj 开放:verb 团长:obj
1664|老头:subj 学科:verb 鼻子:obj
1665|石头:subj 说明:verb 叩头:obj
1666|士兵:subj 读书:verb 工具:obj
1667|每人:subj 走廊:verb 屋子:obj
1668|陶器:subj 开展:verb 清兵:obj
1669|成人:subj 开口:verb 宦官:obj
166|产物:subj 开来:verb 患者:obj
1670|官家:subj 看来:verb 粒子:obj
1671|妇人:subj 打工:verb 为主:obj
1672|军人:subj 打着:verb 母亲:obj
1673|司机:subj 走廊:verb 选手:obj
1674|急性:subj 看过:verb 首长:obj
1675|飞机:subj 打倒:verb 卫生:obj
1676|名人:subj 开发:verb 游客:obj
1677|儒家:subj 推荐:verb 胡子:obj
1678|顺手:subj 关联:verb 摇头:obj
1679|一生:subj 关键:verb 家长:obj
167|两家:subj 关键:verb 馒头:obj
1680|势头:subj 打工:verb 镇长:obj
1681|原子:subj 推向:verb 毒性:obj
1682|游客:subj 听听:verb 漫长:obj
1683|学生:subj 推出:verb 太子:obj
1684|总长:subj 推开:verb 本人:obj
1685|新生:subj 学说:verb 慢性:obj
1686|读者:subj 学生:verb 州长:obj
1687|礼物:subj 开国:verb 团体:obj
1688|皇家:subj 看待:verb 妇人:obj
1689|国民:subj 开放:verb 陶器:obj
168|所长:subj 学校:verb 立体:obj
1690|礼物:subj 开工:verb 实物:obj
1691|漫长:subj 学生:verb 土家:obj
1692|行者:subj 打听:verb 出生:obj
1693|道人:subj 学员:verb 高手:obj
1694|肠子:subj 学习:verb 抬头:obj
1695|固体:subj 学术:verb 总兵:obj
1696|考生:subj 关于:verb 妻子:obj
1697|总体:subj 拿出:verb 学生:obj
1698|嫂子:subj 打倒:verb 好生:obj
1699|妹子:subj 写作:verb 食物:obj
169|各家:subj 推动:verb 行者:obj
16|丫头:subj 开工:verb 骑兵:obj
1700|帮主:subj 看到:verb 选手:obj
1701|公民:subj 开来:verb 古人:obj
1702|画家:subj 开会:verb 码头:obj
1703|军民:subj 拿出:verb 组长:obj
1704|脑子:subj 打听:verb 作者:obj
1705|法官:subj 拿出:verb 仆人:obj
1706|花生:subj 学校:verb 笔者:obj
1707|皇家:subj 打着:verb 古人:obj
1708|前者:subj 学员:verb 太子:obj
1709|员工:subj 开设:verb 女性:obj
170|胆子:subj 拿来:verb 民兵:obj
1710|兵器:subj 打工:verb 产物:obj
1711|属性:subj 看出:verb 低头:obj
1712|院长:subj 听说:verb 习性:obj
1713|部长:subj 走上:verb 磕头:obj
1714|古人:subj 开来:verb 老者:obj
1715|集体:subj 听听:verb 两者:obj
1716|例子:subj 看着:verb 处长:obj
1717|会长:subj 说出:verb 拳头:obj
1718|战友:subj 开来:verb 随机:obj
1719|党员:subj 开来:verb 读者:obj
171|作家:subj 说明:verb 会长:obj
1720|时机:subj 走进:verb 王家:obj
1721|伸手:subj 吃饭:verb 房子:obj
1722|家具:subj 开设:verb 司长:obj
1723|法子:subj 打算:verb 个体:obj
1724|镇长:subj 吃饭:verb 身体:obj
1725|天子:subj 打听:verb 王家:obj
1726|两者:subj 推行:verb 转头:obj
1727|势头:subj 跳槽:verb 慢性:obj
1728|朋友:subj 开支:verb 议员:obj
1729|朋友:subj 开会:verb 儿子:obj
172|文人:subj 打听:verb 后人:obj
1730|面子:subj 拿来:verb 理性:obj
1731|团体:subj 打死:verb 脑子:obj
1732|政体:subj 开国:verb 脑子:obj
1733|一头:subj 说完:verb 后人:obj
1734|野生:subj 开放:verb 陌生:obj
1735|圈子:subj 听取:verb 事物:obj
1736|桌子:subj 抓住:verb 胖子:obj
1737|弹性:subj 写下:verb 委员:obj
1738|儿子:subj 说话:verb 妻子:obj
1739|回家:subj 打着:verb 招生:obj
173|固体:subj 关节:verb 一家:obj
1740|后人:subj 推出:verb 院子:obj
1741|老人:subj 读书:verb 擅长:obj
1742|木工:subj 开出:verb 两者:obj
1743|玩具:subj 推进:verb 馒头:obj
1744|民主:subj 打破:verb 后者:obj
1745|一手:subj 打败:verb 或者:obj
1746|全民:subj 写作:verb 长官:obj
1747|医生:subj 打断:verb 龙头:obj
1748|势头:subj 推动:verb 居民:obj
1749|民兵:subj 学费:verb 石头:obj
174|大师:subj 推送:verb 流体:obj
1750|身体:subj 走过:verb 校长:obj
1751|学生:subj 看到:verb 日子:obj
1752|自主:subj 学问:verb 学生:obj
1753|全民:subj 打出:verb 汉人:obj
1754|成员:subj 推向:verb 国家:obj
1755|飞机:subj 写成:verb 镜子:obj
1756|着手:subj 开支:verb 科长:obj
1757|低头:subj 说明:verb 老师:obj
1758|后者:subj 学历:verb 船长:obj
1759|犯人:subj 关于:verb 女人:obj
175|父亲:subj 打倒:verb 对手:obj
1760|动物:subj 学历:verb 下手:obj
1761|面子:subj 走私:verb 嫂子:obj
1762|胆子:subj 看来:verb 他家:obj
1763|宦官:subj 走上:verb 时机:obj
1764|躯体:subj 看待:verb 电子:obj
1765|矿物:subj 听说:verb 行人:obj
1766|作者:subj 打破:verb 房子:obj
1767|人人:subj 开设:verb 天子:obj
1768|出兵:subj 开会:verb 全家:obj
1769|黑人:subj 学问:verb 手机:obj
176|卫生:subj 关心:verb 骑兵:obj
1770|时机:subj 打量:verb 孙子:obj
1771|世人:subj 学士:verb 军人:obj
1772|影子:subj 关键:verb 桌子:obj
1773|演员:subj 关系:verb 着手:obj
1774|校长:subj 打断:verb 诗人:obj
1775|乐器:subj 写道:verb 殖民:obj
1776|敌人:subj 听说:verb 危机:obj
1777|用人:subj 学历:verb 在家:obj
1778|眉头:subj 学科:verb 女子:obj
1779|动员:subj 走向:verb 老师:obj
177|人员:subj 学问:verb 家人:obj
1780|胖子:subj 推向:verb 员工:obj
1781|工匠:subj 开创:verb 国师:obj
1782|肩头:subj 拿出:verb 仆人:obj
1783|军官:subj 看看:verb 开工:obj
1784|军师:subj 打着:verb 门人:obj
1785|肚子:subj 推进:verb 为主:obj
1786|样子:subj 说话:verb 抬头:obj
1787|狮子:subj 看着:verb 磕头:obj
1788|院子:subj 看过:verb 大家:obj
1789|低头:subj 拿下:verb 馒头:obj
178|演员:subj 说完:verb 县长:obj
1790|游客:subj 打算:verb 战机:obj
1791|老人:subj 吃惊:verb 我家:obj
1792|老者:subj 打出:verb 男性:obj
1793|一生:subj 拿出:verb 战机:obj
1794|脑子:subj 学问:verb 众人:obj
1795|每人:subj 学士:verb 读者:obj
1796|一头:subj 打倒:verb 时机:obj
1797|新生:subj 说法:verb 筷子:obj
1798|小人:subj 推开:verb 眉头:obj
1799|媒体:subj 说话:verb 各家:obj
179|死者:subj 看到:verb 码头:obj
17|出生:subj 开门:verb 军民:obj
1800|低头:subj 开始:verb 最长:obj
1801|省长:subj 听取:verb 移民:obj
1802|各家:subj 开通:verb 汉子:obj
1803|科长:subj 抓住:verb 选民:obj
1804|寡头:subj 学习:verb 大人:obj
1805|开工:subj 学校:verb 漫长:obj
1806|发生:subj 打败:verb 汉子:obj
1807|液体:subj 走路:verb 君子:obj
1808|一头:subj 打断:verb 长官:obj
1809|部长:subj 走过:verb 骑兵:obj
180|战机:subj 开国:verb 大家:obj
1810|男人:subj 写道:verb 人民:obj
1811|诗人:subj 听到:verb 省长:obj
1812|院子:subj 关于:verb 画家:obj
1813|人工:subj 说话:verb 胡子:obj
1814|诞生:subj 开发:verb 电子:obj
1815|后者:subj 走廊:verb 民主:obj
1816|后者:subj 开来:verb 镜子:obj
1817|寡头:subj 开放:verb 新生:obj
1818|人工:subj 说道:verb 民兵:obj
1819|政体:subj 学说:verb 狮子:obj
181|镇长:subj 走向:verb 商人:obj
1820|工匠:subj 抓住:verb 移民:obj
1821|主人:subj 喝道:verb 妇人:obj
1822|女人:subj 看作:verb 帮主:obj
1823|女性:subj 拉开:verb 清兵:obj
1824|药物:subj 开来:verb 势头:obj
1825|专家:subj 写成:verb 挥手:obj
1826|加工:subj 走过:verb 母亲:obj
1827|脑子:subj 推行:verb 好生:obj
1828|厂长:subj 看成:verb 理性:obj
1829|每人:subj 说话:verb 晶体:obj
182|挥手:subj 看到:verb 使者:obj
1830|产物:subj 推荐:verb 朋友:obj
1831|司机:subj 听见:verb 用人:obj
1832|个人:subj 学科:verb 实物:obj
1833|团子:subj 推向:verb 华人:obj
1834|夫人:subj 读者:verb 军民:obj
1835|长子:subj 关节:verb 两家:obj
1836|老人:subj 看成:verb 家人:obj
1837|丫头:subj 开始:verb 叩头:obj
1838|女人:subj 拿来:verb 急性:obj
1839|镜子:subj 开出:verb 每人:obj
183|龙头:subj 开展:verb 国家:obj
1840|人员:subj 开通:verb 宦官:obj
1841|大师:subj 打开:verb 总长:obj
1842|嫂子:subj 看着:verb 国民:obj
1843|队长:subj 读者:verb 门人:obj
1844|孩子:subj 走上:verb 会员:obj
1845|货物:subj 走过:verb 他人:obj
1846|点头:subj 学者:verb 长子:obj
1847|万家:subj 打死:verb 野生:obj
1848|女人:subj 开门:verb 亲兵:obj
1849|人工:subj 说法:verb 会员:obj
184|法子:subj 推开:verb 全长:obj
1850|伸手:subj 看作:verb 员工:obj
1851|厂长:subj 说法:verb 动员:obj
1852|有人:subj 学费:verb 舌头:obj
1853|令人:subj 说出:verb 电器:obj
1854|身子:subj 学派:verb 使者:obj
1855|化工:subj 听取:verb 顾客:obj
1856|货物:subj 学院:verb 叶子:obj
1857|州长:subj 拿到:verb 拱手:obj
1858|特性:subj 学问:verb 外长:obj
1859|本人:subj 学说:verb 殖民:obj
185|卫生:subj 开采:verb 殖民:obj
1860|磕头:subj 推荐:verb 丫头:obj
1861|眉头:subj 开出:verb 左手:obj
1862|高手:subj 学会:verb 货物:obj
1863|教师:subj 写成:verb 叶子:obj
1864|下手:subj 跳槽:verb 员工:obj
1865|土家:subj 看着:verb 学者:obj
1866|手机:subj 吃饭:verb 亲兵:obj
1867|好生:subj 看待:verb 一头:obj
1868|叶子:subj 走出:verb 家长:obj
1869|卫生:subj 开通:verb 动物:obj
186|总长:subj 写作:verb 胡子:obj
1870|成员:subj 听说:verb 左手:obj
1871|骑兵:subj 写成:verb 一体:obj
1872|身体:subj 听说:verb 事物:obj
1873|敌人:subj 打着:verb 娘子:obj
1874|人工:subj 开放:verb 念头:obj
1875|肩头:subj 打量:verb 一手:obj
1876|人家:subj 开拓:verb 电子:obj
1877|妻子:subj 走私:verb 慢性:obj
1878|出兵:subj 开工:verb 磕头:obj
1879|父亲:subj 吃饭:verb 影子:obj
187|处长:subj 打扮:verb 下手:obj
1880|考生:subj 开放:verb 主人:obj
1881|施工:subj 把握:verb 产生:obj
1882|擅长:subj 关节:verb 桌子:obj
1883|家长:subj 看待:verb 身体:obj
1884|肚子:subj 打工:verb 样子:obj
1885|老子:subj 走近:verb 新生:obj
1886|下手:subj 开门:verb 个性:obj
1887|村民:subj 打击:verb 晶体:obj
1888|长官:subj 拿出:verb 院子:obj
1889|摇头:subj 喝道:verb 胡子:obj
188|种子:subj 开通:verb 员工:obj
1890|总兵:subj 看法:verb 小人:obj
1891|摇头:subj 喝酒:verb 院长:obj
1892|孙子:subj 关键:verb 器官:obj
1893|样子:subj 打听:verb 汉子:obj
1894|低头:subj 写作:verb 法官:obj
1895|兵器:subj 喝酒:verb 慢性:obj
1896|步兵:subj 打发:verb 君子:obj
1897|庭长:subj 喝道:verb 学生:obj
1898|人民:subj 打断:verb 动手:obj
1899|离子:subj 关于:verb 动机:obj
189|站长:subj 打算:verb 选民:obj
18|父亲:subj 学科:verb 成员:obj
1900|男子:subj 打开:verb 陶器:obj
1901|学员:subj 看成:verb 犯人:obj
1902|孩子:subj 打出:verb 公主:obj
1903|习性:subj 学府:verb 清兵:obj
1904|财物:subj 关于:verb 员工:obj
1905|电器:subj 开来:verb 转头:obj
1906|回家:subj 听见:verb 军官:obj
1907|妹子:subj 读者:verb 患者:obj
1908|流体:subj 打听:verb 清兵:obj
1909|多家:subj 喝酒:verb 诞生:obj
190|天子:subj 开通:verb 黄家:obj
1910|嫂子:subj 看来:verb 花生:obj
1911|或者:subj 关心:verb 军人:obj
1912|主体:subj 推出:verb 团长:obj
1913|法子:subj 开辟:verb 民兵:obj
1914|老者:subj 学问:verb 学员:obj
1915|行者:subj 看成:verb 亲人:obj
1916|学生:subj 拿来:verb 儒家:obj
1917|大人:subj 把握:verb 肩头:obj
1918|药物:subj 开来:verb 门人:obj
1919|他家:subj 开设:verb 这家:obj
191|脖子:subj 说道:verb 气体:obj
1920|流体:subj 打破:verb 念头:obj
1921|仆人:subj 开国:verb 一头:obj
1922|顾客:subj 学校:verb 嗓子:obj
1923|院长:subj 开设:verb 校长:obj
1924|娘子:subj 打发:verb 男子:obj
1925|人民:subj 学士:verb 实物:obj
1926|武器:subj 听见:verb 口子:obj
1927|离子:subj 开采:verb 家长:obj
1928|出生:subj 看着:verb 厂长:obj
1929|叩头:subj 推动:verb 骨头:obj
192|武器:subj 拿到:verb 索性:obj
1930|气体:subj 打败:verb 病人:obj
1931|一生:subj 喝酒:verb 教师:obj
1932|庭长:subj 拉开:verb 事物:obj
1933|物体:subj 关节:verb 房子:obj
1934|私人:subj 学院:verb 殖民:obj
1935|陶器:subj 打开:verb 无人:obj
1936|肠子:subj 开国:verb 动员:obj
1937|师长:subj 关键:verb 夫人:obj
1938|回头:subj 开门:verb 电器:obj
1939|父亲:subj 推翻:verb 男性:obj
193|全体:subj 拿到:verb 游客:obj
1940|人人:subj 推向:verb 擅长:obj
1941|左手:subj 关注:verb 山头:obj
1942|物体:subj 走私:verb 国家:obj
1943|随机:subj 写下:verb 客人:obj
1944|国民:subj 拉开:verb 顾客:obj
1945|或者:subj 学习:verb 师长:obj
1946|女子:subj 打击:verb 全家:obj
1947|本人:subj 看成:verb 屋子:obj
1948|产生:subj 关心:verb 道人:obj
1949|人物:subj 打断:verb 我家:obj
194|集体:subj 写道:verb 气体:obj
1950|动机:subj 说完:verb 机器:obj
1951|此人:subj 喝道:verb 擅长:obj
1952|卫生:subj 关注:verb 粒子:obj
1953|人民:subj 走来:verb 集体:obj
1954|一生:subj 打仗:verb 华人:obj
1955|工具:subj 拿出:verb 首长:obj
1956|大人:subj 开展:verb 总体:obj
1957|肚子:subj 学科:verb 种子:obj
1958|万物:subj 打扮:verb 考生:obj
1959|行者:subj 吃饭:verb 作者:obj
195|师长:subj 看法:verb 汉人:obj
1960|手机:subj 看来:verb 嫂子:obj
1961|教主:subj 拿出:verb 用人:obj
1962|产生:subj 打听:verb 大人:obj
1963|毒性:subj 学历:verb 议员:obj
1964|儿子:subj 打败:verb 先生:obj
1965|团长:subj 看过:verb 军人:obj
1966|出手:subj 看过:verb 舌头:obj
1967|孩子:subj 开辟:verb 宦官:obj
1968|总兵:subj 看待:verb 骑兵:obj
1969|主人:subj 说法:verb 加工:obj
196|嫂子:subj 学术:verb 男性:obj
1970|华人:subj 打听:verb 队员:obj
1971|老者:subj 开封:verb 世人:obj
1972|犯人:subj 走廊:verb 矿物:obj
1973|乡长:subj 听到:verb 兵器:obj
1974|镜子:subj 关心:verb 肩头:obj
1975|富人:subj 推送:verb 会员:obj
1976|产生:subj 学科:verb 地主:obj
1977|嫂子:subj 听到:verb 媒体:obj
1978|点头:subj 学员:verb 低头:obj
1979|令人:subj 喝道:verb 生长:obj
197|院长:subj 推向:verb 国民:obj
1980|令人:subj 看过:verb 公主:obj
1981|军民:subj 学说:verb 脖子:obj
1982|每人:subj 关联:verb 富人:obj
1983|人员:subj 推出:verb 货物:obj
1984|属性:subj 打听:verb 转头:obj
1985|诗人:subj 写作:verb 日子:obj
1986|娘子:subj 关闭:verb 考生:obj
1987|原子:subj 看作:verb 君主:obj
1988|全家:subj 看成:verb 妹子:obj
1989|日子:subj 看见:verb 回头:obj
198|商人:subj 走过:verb 飞机:obj
1990|购物:subj 说道:verb 野生:obj
1991|组长:subj 学位:verb 有人:obj
1992|龙头:subj 说道:verb 令人:obj
1993|道人:subj 学府:verb 陌生:obj
1994|居民:subj 写下:verb 货物:obj
1995|分工:subj 拿下:verb 样子:obj
1996|全体:subj 关闭:verb 各人:obj
1997|有人:subj 喝道:verb 身体:obj
1998|肚子:subj 看作:verb 出手:obj
1999|叶子:subj 开拓:verb 全长:obj
199|下手:subj 学府:verb 人家:obj
19|世人:subj 开来:verb 战友:obj
1|个性:subj 推动:verb 黄家:obj
2000|摇头:subj 打听:verb 此人:obj
2001|队长:subj 关注:verb 乡长:obj
2002|眉头:subj 推广:verb 大家:obj
2003|名人:subj 走过:verb 老师:obj
2004|土家:subj 推行:verb 农民:obj
2005|陶器:subj 写成:verb 团子:obj
2006|移民:subj 关于:verb 手机:obj
2007|肚子:subj 推向:verb 额头:obj
2008|势头:subj 关于:verb 名人:obj
2009|丫头:subj 开创:verb 开工:obj
200|妻子:subj 打算:verb 选手:obj
2010|部长:subj 开工:verb 皇家:obj
2011|州长:subj 抓住:verb 出兵:obj
2012|男子:subj 说法:verb 士兵:obj
2013|动机:subj 走私:verb 县长:obj
2014|筷子:subj 开会:verb 帽子:obj
2015|弟子:subj 推开:verb 顾客:obj
2016|寡头:subj 关系:verb 食物:obj
2017|化工:subj 学位:verb 员工:obj
2018|拱手:subj 说完:verb 理性:obj
2019|念头:subj 说话:verb 成员:obj
201|全民:subj 读书:verb 机体:obj
2020|分工:subj 关节:verb 危机:obj
2021|尸体:subj 听取:verb 一体:obj
2022|个体:subj 喝酒:verb 产物:obj
2023|椅子:subj 学习:verb 院长:obj
2024|特性:subj 听见:verb 立体:obj
2025|太子:subj 走过:verb 脑子:obj
2026|家具:subj 学习:verb 孙子:obj
2027|架子:subj 吃惊:verb 晶体:obj
2028|军长:subj 推向:verb 委员:obj
2029|或者:subj 打断:verb 日子:obj
202|心头:subj 写道:verb 院长:obj
2030|黄家:subj 开门:verb 银子:obj
2031|会员:subj 关心:verb 乐器:obj
2032|员工:subj 开采:verb 作物:obj
2033|全民:subj 学生:verb 军长:obj
2034|对手:subj 看见:verb 银子:obj
2035|王家:subj 喝酒:verb 习性:obj
2036|药物:subj 打倒:verb 局长:obj
2037|个体:subj 说明:verb 父亲:obj
2038|州长:subj 学府:verb 天体:obj
2039|架子:subj 关系:verb 立体:obj
203|一生:subj 拿来:verb 本人:obj
2040|产生:subj 吃惊:verb 省长:obj
2041|立体:subj 写成:verb 码头:obj
2042|学员:subj 推荐:verb 房子:obj
2043|暗器:subj 喝酒:verb 市民:obj
2044|摇头:subj 看到:verb 处长:obj
2045|两者:subj 打开:verb 总长:obj
2046|人人:subj 读书:verb 馒头:obj
2047|会员:subj 打发:verb 全家:obj
2048|职工:subj 看看:verb 点头:obj
2049|眉头:subj 推开:verb 黑人:obj
204|好生:subj 看见:verb 战友:obj
2050|读者:subj 开始:verb 货物:obj
2051|军官:subj 学习:verb 省长:obj
2052|军师:subj 吃饭:verb 身体:obj
2053|作家:subj 关系:verb 士兵:obj
2054|购物:subj 学问:verb 私人:obj
2055|万家:subj 读者:verb 圈子:obj
2056|大家:subj 说话:verb 行者:obj
2057|穷人:subj 听取:verb 全长:obj
2058|莲子:subj 说来:verb 毒性:obj
2059|流体:subj 学校:verb 教主:obj
205|母亲:subj 学会:verb 队员:obj
2060|玩具:subj 开来:verb 左手:obj
2061|患者:subj 走过:verb 村民:obj
2062|叶子:subj 开口:verb 党员:obj
2063|危机:subj 开展:verb 死者:obj
2064|流体:subj 打仗:verb 椅子:obj
2065|人家:subj 拿出:verb 大体:obj
2066|前者:subj 推翻:verb 古人:obj
2067|君子:subj 学派:verb 群体:obj
2068|团长:subj 打听:verb 父亲:obj
2069|礼物:subj 推荐:verb 母亲:obj
206|一手:subj 看到:verb 植物:obj
2070|京师:subj 开拓:verb 区长:obj
2071|例子:subj 打断:verb 木工:obj
2072|全民:subj 打死:verb 殖民:obj
2073|居民:subj 听听:verb 汉人:obj
2074|主人:subj 开出:verb 发生:obj
2075|每人:subj 走私:verb 众人:obj
2076|人民:subj 开口:verb 嫂子:obj
2077|仆人:subj 读者:verb 液体:obj
2078|局长:subj 说完:verb 亲兵:obj
2079|朋友:subj 听到:verb 局长:obj
207|慢性:subj 看成:verb 两家:obj
2080|尸体:subj 打发:verb 公主:obj
2081|法子:subj 打算:verb 拳头:obj
2082|狮子:subj 拿来:verb 集体:obj
2083|高手:subj 推广:verb 离子:obj
2084|刊物:subj 写下:verb 对手:obj
2085|手机:subj 开门:verb 公主:obj
2086|一生:subj 看见:verb 公民:obj
2087|亲人:subj 打出:verb 黄家:obj
2088|政体:subj 打着:verb 鼻子:obj
2089|诗人:subj 写道:verb 乡长:obj
208|挥手:subj 关心:verb 购物:obj
2090|拳头:subj 学派:verb 战友:obj
2091|药物:subj 关闭:verb 新生:obj
2092|胖子:subj 说起:verb 莲子:obj
2093|柱子:subj 开放:verb 军民:obj
2094|事物:subj 打击:verb 植物:obj
2095|晶体:subj 关联:verb 前者:obj
2096|敌人:subj 打倒:verb 司机:obj
2097|步兵:subj 学问:verb 众人:obj
2098|人人:subj 学校:verb 陶器:obj
2099|兵器:subj 跳槽:verb 帽子:obj
209|生长:subj 学会:verb 索性:obj
20|选手:subj 打败:verb 汉人:obj
2100|两家:subj 学问:verb 妻子:obj
2101|省长:subj 推行:verb 二者:obj
2102|村子:subj 说话:verb 法官:obj
2103|黄家:subj 打败:verb 君主:obj
2104|嫂子:subj 说明:verb 笔者:obj
2105|礼物:subj 拿出:verb 商人:obj
2106|职工:subj 听到:verb 二者:obj
2107|炮兵:subj 打着:verb 天子:obj
2108|老人:subj 说法:verb 两者:obj
2109|各人:subj 走出:verb 专家:obj
210|市民:subj 推广:verb 嫂子:obj
2110|此人:subj 读书:verb 乘机:obj
2111|自家:subj 走来:verb 孩子:obj
2112|晶体:subj 关联:verb 集体:obj
2113|顺手:subj 说完:verb 客人:obj
2114|陌生:subj 吃惊:verb 队长:obj
2115|娘子:subj 写作:verb 礼物:obj
2116|父亲:subj 看到:verb 一体:obj
2117|日子:subj 读者:verb 全民:obj
2118|慢性:subj 开会:verb 心头:obj
2119|笔者:subj 打出:verb 二人:obj
211|长官:subj 读书:verb 人民:obj
2120|口子:subj 开门:verb 面子:obj
2121|古人:subj 走向:verb 低头:obj
2122|总体:subj 跳槽:verb 区长:obj
2123|在家:subj 吃惊:verb 老头:obj
2124|作家:subj 读者:verb 货物:obj
2125|船长:subj 开会:verb 一头:obj
2126|选手:subj 学士:verb 诗人:obj
2127|首长:subj 打听:verb 玩具:obj
2128|成人:subj 说来:verb 一家:obj
2129|叶子:subj 开支:verb 人家:obj
212|样子:subj 看成:verb 个人:obj
2130|组长:subj 跳槽:verb 弟子:obj
2131|司长:subj 听说:verb 拱手:obj
2132|县长:subj 关系:verb 私人:obj
2133|成员:subj 学位:verb 镇长:obj
2134|网友:subj 学科:verb 筷子:obj
2135|成人:subj 学生:verb 例子:obj
2136|每人:subj 推翻:verb 汉子:obj
2137|万家:subj 推动:verb 夫人:obj
2138|司机:subj 开国:verb 石头:obj
2139|会员:subj 学科:verb 作物:obj
213|用人:subj 听说:verb 家具:obj
2140|仪器:subj 走路:verb 网友:obj
2141|仪器:subj 学者:verb 念头:obj
2142|司机:subj 开发:verb 职工:obj
2143|工人:subj 看看:verb 私人:obj
2144|他人:subj 学派:verb 嫂子:obj
2145|生物:subj 关节:verb 司机:obj
2146|镜子:subj 看来:verb 学生:obj
2147|记者:subj 说完:verb 索性:obj
2148|万家:subj 读书:verb 着手:obj
2149|各人:subj 开口:verb 天体:obj
214|妹子:subj 说起:verb 主人:obj
2150|脖子:subj 听说:verb 动物:obj
2151|队长:subj 打仗:verb 屋子:obj
2152|石头:subj 推送:verb 舌头:obj
